"country"	"year"	"pop"	"gdpen"
"PANAMA"	1989	2370	2.785
"PANAMA"	1990	2418	2.888
"PANAMA"	1991	2466	3.103
"PANAMA"	1992	2515	3.332
"PANAMA"	1993	2539	3.449225
"PANAMA"	1994	2585.24	3.484081
"PANAMA"	1995	2631	3.483453
"PANAMA"	1996	2674	3.523767
"PANAMA"	1997	2719	3.620605
"PANAMA"	1998	2767	3.716644
"PANAMA"	1999	NA	3.76234
"COLOMBIA"	1945	10151	1.339
"COLOMBIA"	1946	10378	1.381
"COLOMBIA"	1947	10609	1.414
"COLOMBIA"	1948	10845	1.445
"COLOMBIA"	1949	11087	1.483
"COLOMBIA"	1950	11596	1.503
"COLOMBIA"	1951	11956	1.48
"COLOMBIA"	1952	12315	1.526
"COLOMBIA"	1953	12672	1.602
"COLOMBIA"	1954	13032	1.705
"COLOMBIA"	1955	13389	1.728
"COLOMBIA"	1956	13819	1.709
"COLOMBIA"	1957	14248	1.655
"COLOMBIA"	1958	14678	1.612
"COLOMBIA"	1959	15107	1.655
"COLOMBIA"	1960	15754	1.684
"COLOMBIA"	1961	16275	1.734
"COLOMBIA"	1962	16815	1.768
"COLOMBIA"	1963	17868	1.728
"COLOMBIA"	1964	17906	1.861
"COLOMBIA"	1965	18489	1.816
"COLOMBIA"	1966	19022	1.915
"COLOMBIA"	1967	19618	1.88
"COLOMBIA"	1968	20179	1.957
"COLOMBIA"	1969	20647	2.043
"COLOMBIA"	1970	21360	2.14
"COLOMBIA"	1971	21871	2.234
"COLOMBIA"	1972	22350	2.337
"COLOMBIA"	1973	22812	2.44
"COLOMBIA"	1974	23282	2.511
"COLOMBIA"	1975	23776	2.504
"COLOMBIA"	1976	24291	2.592
"COLOMBIA"	1977	24828	2.648
"COLOMBIA"	1978	25383	2.797
"COLOMBIA"	1979	25950	2.878
"COLOMBIA"	1980	26525	2.946
"COLOMBIA"	1981	27109	2.967
"COLOMBIA"	1982	27703	2.943
"COLOMBIA"	1983	28301	2.916
"COLOMBIA"	1984	28896	2.949
"COLOMBIA"	1985	29481	2.968
"COLOMBIA"	1986	30058	3.046
"COLOMBIA"	1987	30627	3.167
"COLOMBIA"	1988	31189	3.231
"COLOMBIA"	1989	31746	3.286
"COLOMBIA"	1990	32300	3.3
"COLOMBIA"	1991	32841	3.297
"COLOMBIA"	1992	33399	3.38
"COLOMBIA"	1993	37070.22	3.493497
"COLOMBIA"	1994	37796.35	3.625969
"COLOMBIA"	1995	38542	3.740295
"COLOMBIA"	1996	39285	3.74655
"COLOMBIA"	1997	40042	3.801809
"COLOMBIA"	1998	40804	3.748586
"COLOMBIA"	1999	NA	3.524392
"VENEZUELA"	1945	4267	6.62
"VENEZUELA"	1946	4391	5.221
"VENEZUELA"	1947	4548	5.333
"VENEZUELA"	1948	4686	5.679
"VENEZUELA"	1949	4828	5.654
"VENEZUELA"	1950	4971	4.799
"VENEZUELA"	1951	5178	5.102
"VENEZUELA"	1952	5385	5.36
"VENEZUELA"	1953	5591	5.395
"VENEZUELA"	1954	5799	5.669
"VENEZUELA"	1955	6006	6.003
"VENEZUELA"	1956	6265	6.445
"VENEZUELA"	1957	6525	7.021
"VENEZUELA"	1958	6784	6.588
"VENEZUELA"	1959	7044	6.759
"VENEZUELA"	1960	7303	6.338
"VENEZUELA"	1961	7592	6.387
"VENEZUELA"	1962	7894	6.749
"VENEZUELA"	1963	8206	6.942
"VENEZUELA"	1964	8532	7.404
"VENEZUELA"	1965	8869	7.512
"VENEZUELA"	1966	9192	7.322
"VENEZUELA"	1967	9527	7.39
"VENEZUELA"	1968	9872	7.526
"VENEZUELA"	1969	10232	7.607
"VENEZUELA"	1970	10604	7.753
"VENEZUELA"	1971	10978	7.589
"VENEZUELA"	1972	11365	7.494
"VENEZUELA"	1973	11771	7.377
"VENEZUELA"	1974	12202	7.415
"VENEZUELA"	1975	12665	7.401
"VENEZUELA"	1976	13123	7.803
"VENEZUELA"	1977	13575	8.169
"VENEZUELA"	1978	14018	8.257
"VENEZUELA"	1979	14450	8.092
"VENEZUELA"	1980	14871	7.401
"VENEZUELA"	1981	15300	7.209
"VENEZUELA"	1982	15744	6.857
"VENEZUELA"	1983	16184	6.53
"VENEZUELA"	1984	16630	6.374
"VENEZUELA"	1985	17077	6.225
"VENEZUELA"	1986	17526	6.382
"VENEZUELA"	1987	17974	6.483
"VENEZUELA"	1988	18422	6.776
"VENEZUELA"	1989	18872	5.907
"VENEZUELA"	1990	19325	6.055
"VENEZUELA"	1991	19787	6.621
"VENEZUELA"	1992	20249	7.082
"VENEZUELA"	1993	20910	6.940566
"VENEZUELA"	1994	21377	6.629589
"VENEZUELA"	1995	21844	6.745311
"VENEZUELA"	1996	22311	6.591057
"VENEZUELA"	1997	22777	6.867529
"VENEZUELA"	1998	23242	6.722792
"VENEZUELA"	1999	NA	6.118161
"GUYANA"	1966	621	1.716
"GUYANA"	1967	633	1.777
"GUYANA"	1968	645	1.742
"GUYANA"	1969	658	1.781
"GUYANA"	1970	670	1.816
"GUYANA"	1971	680	1.729
"GUYANA"	1972	692	1.728
"GUYANA"	1973	706	1.998
"GUYANA"	1974	719	1.935
"GUYANA"	1975	730	2.426
"GUYANA"	1976	739	2.652
"GUYANA"	1977	745	2.249
"GUYANA"	1978	750	1.873
"GUYANA"	1979	754	1.887
"GUYANA"	1980	760	1.927
"GUYANA"	1981	766	1.974
"GUYANA"	1982	773	1.529
"GUYANA"	1983	780	1.407
"GUYANA"	1984	786	1.19
"GUYANA"	1985	790	1.265
"GUYANA"	1986	792	1.401
"GUYANA"	1987	793	1.33
"GUYANA"	1988	795	1.48
"GUYANA"	1989	796	1.117
"GUYANA"	1990	798	1.094
"GUYANA"	1991	800	1.148335
"GUYANA"	1992	810	1.226962
"GUYANA"	1993	814.06	1.316585
"GUYANA"	1994	821.91	1.417043
"GUYANA"	1995	830	1.47592
"GUYANA"	1996	838.53	1.579954
"GUYANA"	1997	847.7	1.665252
"GUYANA"	1998	857.22	1.624685
"GUYANA"	1999	NA	1.660521
"ECUADOR"	1945	2805	NA
"ECUADOR"	1946	2853	0.97
"ECUADOR"	1947	2936	0.994
"ECUADOR"	1948	3043	1.014
"ECUADOR"	1949	3135	1.182
"ECUADOR"	1950	3413	1.194
"ECUADOR"	1951	3517	1.214
"ECUADOR"	1952	3621	1.251
"ECUADOR"	1953	3726	1.311
"ECUADOR"	1954	3830	1.4
"ECUADOR"	1955	3934	1.394
"ECUADOR"	1956	4060	1.388
"ECUADOR"	1957	4185	1.398
"ECUADOR"	1958	4311	1.381
"ECUADOR"	1959	4437	1.406
"ECUADOR"	1960	4563	1.461
"ECUADOR"	1961	4701	1.465
"ECUADOR"	1962	4844	1.454
"ECUADOR"	1963	4990	1.445
"ECUADOR"	1964	5142	1.549
"ECUADOR"	1965	5298	1.591
"ECUADOR"	1966	5440	1.716
"ECUADOR"	1967	5587	1.821
"ECUADOR"	1968	5738	1.844
"ECUADOR"	1969	5892	1.918
"ECUADOR"	1970	6051	1.789
"ECUADOR"	1971	6241	1.87
"ECUADOR"	1972	6433	1.961
"ECUADOR"	1973	6630	2.241
"ECUADOR"	1974	6830	2.498
"ECUADOR"	1975	7035	2.666
"ECUADOR"	1976	7244	2.785
"ECUADOR"	1977	7458	2.986
"ECUADOR"	1978	7675	3.077
"ECUADOR"	1979	7897	3.128
"ECUADOR"	1980	8123	3.238
"ECUADOR"	1981	8353	3.205
"ECUADOR"	1982	8588	3.193
"ECUADOR"	1983	8826	2.919
"ECUADOR"	1984	9067	2.897
"ECUADOR"	1985	9309	2.913
"ECUADOR"	1986	9553	2.885
"ECUADOR"	1987	9798	2.769
"ECUADOR"	1988	10046	2.83
"ECUADOR"	1989	10295	2.788
"ECUADOR"	1990	10547	2.755
"ECUADOR"	1991	10782	2.835
"ECUADOR"	1992	11023	2.83
"ECUADOR"	1993	10974.29	2.824537
"ECUADOR"	1994	11215.97	2.883072
"ECUADOR"	1995	11460	2.887794
"ECUADOR"	1996	11698	2.885089
"ECUADOR"	1997	11937	2.922894
"ECUADOR"	1998	12168.27	2.877498
"ECUADOR"	1999	NA	2.617406
"PERU"	1945	7727	0.562
"PERU"	1946	7877	0.663
"PERU"	1947	8032	0.787
"PERU"	1948	8191	0.871
"PERU"	1949	8354	1.343
"PERU"	1950	8213	1.504
"PERU"	1951	8412	1.633
"PERU"	1952	8612	1.636
"PERU"	1953	8813	1.639
"PERU"	1954	9013	1.747
"PERU"	1955	9214	1.831
"PERU"	1956	9465	1.867
"PERU"	1957	9715	1.853
"PERU"	1958	9965	1.832
"PERU"	1959	10215	1.81
"PERU"	1960	9936	2.019
"PERU"	1961	10238	2.134
"PERU"	1962	10550	2.276
"PERU"	1963	10872	2.334
"PERU"	1964	11203	2.426
"PERU"	1965	11545	2.501
"PERU"	1966	11858	2.64
"PERU"	1967	12178	2.678
"PERU"	1968	12507	2.559
"PERU"	1969	12846	2.605
"PERU"	1970	13193	2.736
"PERU"	1971	13568	2.796
"PERU"	1972	13952	2.784
"PERU"	1973	14347	2.928
"PERU"	1974	14750	3.138
"PERU"	1975	15161	3.164
"PERU"	1976	15580	3.105
"PERU"	1977	16007	3.044
"PERU"	1978	16438	2.796
"PERU"	1979	16869	2.798
"PERU"	1980	17295	2.875
"PERU"	1981	17717	3.062
"PERU"	1982	18134	2.977
"PERU"	1983	18549	2.563
"PERU"	1984	18964	2.571
"PERU"	1985	19383	2.565
"PERU"	1986	19804	2.838
"PERU"	1987	20228	3.036
"PERU"	1988	20654	2.724
"PERU"	1989	21082	2.246
"PERU"	1990	21512	2.188
"PERU"	1991	21945	2.17
"PERU"	1992	22370	2.092
"PERU"	1993	22762.17	2.153833
"PERU"	1994	23149.98	2.389283
"PERU"	1995	23532	2.551913
"PERU"	1996	23947	2.569968
"PERU"	1997	24371	2.695631
"PERU"	1998	24829.03	2.637861
"PERU"	1999	NA	2.628914
"BRAZIL"	1945	46215	0.884
"BRAZIL"	1946	47313	0.997
"BRAZIL"	1947	48438	1.073
"BRAZIL"	1948	49590	1.116
"BRAZIL"	1949	50769	1.178
"BRAZIL"	1950	52840	1.265
"BRAZIL"	1951	54623	1.275
"BRAZIL"	1952	56396	1.368
"BRAZIL"	1953	58170	1.355
"BRAZIL"	1954	59952	1.465
"BRAZIL"	1955	61725	1.517
"BRAZIL"	1956	63681	1.501
"BRAZIL"	1957	65636	1.606
"BRAZIL"	1958	67601	1.673
"BRAZIL"	1959	69556	1.734
"BRAZIL"	1960	72594	1.784
"BRAZIL"	1961	74799	1.873
"BRAZIL"	1962	77061	1.924
"BRAZIL"	1963	79400	1.893
"BRAZIL"	1964	81815	1.892
"BRAZIL"	1965	84288	1.871
"BRAZIL"	1966	86483	1.903
"BRAZIL"	1967	88735	1.969
"BRAZIL"	1968	91045	2.154
"BRAZIL"	1969	93412	2.236
"BRAZIL"	1970	95847	2.434
"BRAZIL"	1971	98215	2.659
"BRAZIL"	1972	100612	2.907
"BRAZIL"	1973	103045	3.228
"BRAZIL"	1974	105517	3.458
"BRAZIL"	1975	108032	3.505
"BRAZIL"	1976	110590	3.781
"BRAZIL"	1977	113187	3.86
"BRAZIL"	1978	115830	3.886
"BRAZIL"	1979	118528	4.078
"BRAZIL"	1980	121286	4.303
"BRAZIL"	1981	124098	3.997
"BRAZIL"	1982	126962	3.968
"BRAZIL"	1983	129853	3.753
"BRAZIL"	1984	132730	3.833
"BRAZIL"	1985	135564	4.017
"BRAZIL"	1986	138357	4.294
"BRAZIL"	1987	141105	4.317
"BRAZIL"	1988	143803	4.208
"BRAZIL"	1989	146449	4.271
"BRAZIL"	1990	149042	4.042
"BRAZIL"	1991	151428	4.007
"BRAZIL"	1992	154000	3.882
"BRAZIL"	1993	154964.9	4.012176
"BRAZIL"	1994	157188.1	4.1888
"BRAZIL"	1995	159346	4.305621
"BRAZIL"	1996	161513.2	4.367047
"BRAZIL"	1997	163689.2	4.447407
"BRAZIL"	1998	165873.6	4.385227
"BRAZIL"	1999	NA	4.363678
"BOLIVIA"	1945	2858	NA
"BOLIVIA"	1946	2887	1.036
"BOLIVIA"	1947	2917	1.058
"BOLIVIA"	1948	2947	1.079
"BOLIVIA"	1949	2977	1.131
"BOLIVIA"	1950	2766	1.274
"BOLIVIA"	1951	2827	1.396
"BOLIVIA"	1952	2889	1.383
"BOLIVIA"	1953	2950	1.184
"BOLIVIA"	1954	3011	1.181
"BOLIVIA"	1955	3072	1.258
"BOLIVIA"	1956	3143	1.161
"BOLIVIA"	1957	3215	1.139
"BOLIVIA"	1958	3286	1.137
"BOLIVIA"	1959	3357	1.105
"BOLIVIA"	1960	3428	1.148
"BOLIVIA"	1961	3507	1.15
"BOLIVIA"	1962	3588	1.219
"BOLIVIA"	1963	3670	1.264
"BOLIVIA"	1964	3755	1.277
"BOLIVIA"	1965	3841	1.346
"BOLIVIA"	1966	3933	1.396
"BOLIVIA"	1967	4028	1.429
"BOLIVIA"	1968	4124	1.545
"BOLIVIA"	1969	4224	1.555
"BOLIVIA"	1970	4325	1.661
"BOLIVIA"	1971	4431	1.699
"BOLIVIA"	1972	4540	1.693
"BOLIVIA"	1973	4653	1.803
"BOLIVIA"	1974	4771	1.838
"BOLIVIA"	1975	4894	1.835
"BOLIVIA"	1976	5022	1.95
"BOLIVIA"	1977	5156	1.977
"BOLIVIA"	1978	5295	2.015
"BOLIVIA"	1979	5437	2.044
"BOLIVIA"	1980	5581	1.989
"BOLIVIA"	1981	5728	2.012
"BOLIVIA"	1982	5878	1.864
"BOLIVIA"	1983	6030	1.816
"BOLIVIA"	1984	6185	1.78
"BOLIVIA"	1985	6342	1.754
"BOLIVIA"	1986	6502	1.674
"BOLIVIA"	1987	6665	1.667
"BOLIVIA"	1988	6831	1.67
"BOLIVIA"	1989	7000	1.665
"BOLIVIA"	1990	7172	1.658
"BOLIVIA"	1991	7347	1.696
"BOLIVIA"	1992	7524	1.721
"BOLIVIA"	1993	7065	1.751804
"BOLIVIA"	1994	7237	1.789987
"BOLIVIA"	1995	7414	1.828995
"BOLIVIA"	1996	7588	1.864993
"BOLIVIA"	1997	7767	1.912278
"BOLIVIA"	1998	7948.75	1.971314
"BOLIVIA"	1999	NA	1.937434
"PARAGUAY"	1945	1247	NA
"PARAGUAY"	1946	1275	1.031
"PARAGUAY"	1947	1305	1.05
"PARAGUAY"	1948	1335	1.069
"PARAGUAY"	1949	1366	1.093
"PARAGUAY"	1950	1408	1.253
"PARAGUAY"	1951	1448	1.2
"PARAGUAY"	1952	1488	1.179
"PARAGUAY"	1953	1528	1.137
"PARAGUAY"	1954	1569	1.165
"PARAGUAY"	1955	1609	1.249
"PARAGUAY"	1956	1652	1.192
"PARAGUAY"	1957	1696	1.206
"PARAGUAY"	1958	1739	1.252
"PARAGUAY"	1959	1782	1.211
"PARAGUAY"	1960	1825	1.177
"PARAGUAY"	1961	1873	1.208
"PARAGUAY"	1962	1921	1.236
"PARAGUAY"	1963	1970	1.245
"PARAGUAY"	1964	2020	1.272
"PARAGUAY"	1965	2073	1.277
"PARAGUAY"	1966	2126	1.275
"PARAGUAY"	1967	2180	1.319
"PARAGUAY"	1968	2235	1.351
"PARAGUAY"	1969	2289	1.381
"PARAGUAY"	1970	2351	1.394
"PARAGUAY"	1971	2412	1.448
"PARAGUAY"	1972	2474	1.471
"PARAGUAY"	1973	2538	1.522
"PARAGUAY"	1974	2607	1.615
"PARAGUAY"	1975	2682	1.647
"PARAGUAY"	1976	2764	1.742
"PARAGUAY"	1977	2853	1.935
"PARAGUAY"	1978	2947	2.057
"PARAGUAY"	1979	3046	2.028
"PARAGUAY"	1980	3147	2.534
"PARAGUAY"	1981	3251	2.62
"PARAGUAY"	1982	3359	2.414
"PARAGUAY"	1983	3468	2.075
"PARAGUAY"	1984	3580	2.144
"PARAGUAY"	1985	3693	2.072
"PARAGUAY"	1986	3807	1.998
"PARAGUAY"	1987	3923	2.053
"PARAGUAY"	1988	4040	2.012
"PARAGUAY"	1989	4158	2.015
"PARAGUAY"	1990	4277	2.128
"PARAGUAY"	1991	4397	2.146
"PARAGUAY"	1992	4519	2.178
"PARAGUAY"	1993	4592.54	2.20794
"PARAGUAY"	1994	4711.89	2.218449
"PARAGUAY"	1995	4828	2.267046
"PARAGUAY"	1996	4955	2.236973
"PARAGUAY"	1997	5085	2.236163
"PARAGUAY"	1998	5208.22	2.169601
"PARAGUAY"	1999	NA	2.096007
"CHILE"	1945	5541	NA
"CHILE"	1946	5643	2.242
"CHILE"	1947	5748	2.52
"CHILE"	1948	5831	2.635
"CHILE"	1949	5945	2.415
"CHILE"	1950	6179	2.431
"CHILE"	1951	6312	2.495
"CHILE"	1952	6444	2.582
"CHILE"	1953	6577	2.749
"CHILE"	1954	6709	2.617
"CHILE"	1955	6841	2.62
"CHILE"	1956	7012	2.574
"CHILE"	1957	7183	2.752
"CHILE"	1958	7353	2.796
"CHILE"	1959	7524	2.684
"CHILE"	1960	7695	2.885
"CHILE"	1961	7883	3.012
"CHILE"	1962	8071	3.068
"CHILE"	1963	8258	3.142
"CHILE"	1964	8446	3.177
"CHILE"	1965	8633	3.264
"CHILE"	1966	8808	3.431
"CHILE"	1967	8981	3.435
"CHILE"	1968	9156	3.493
"CHILE"	1969	9330	3.563
"CHILE"	1970	9504	3.605
"CHILE"	1971	9680	3.881
"CHILE"	1972	9853	3.852
"CHILE"	1973	10023	3.615
"CHILE"	1974	10189	3.561
"CHILE"	1975	10350	2.986
"CHILE"	1976	10508	2.942
"CHILE"	1977	10661	3.203
"CHILE"	1978	10815	3.419
"CHILE"	1979	10975	3.699
"CHILE"	1980	11145	3.892
"CHILE"	1981	11325	4.12
"CHILE"	1982	11516	3.46
"CHILE"	1983	11714	3.2
"CHILE"	1984	11917	3.373
"CHILE"	1985	12122	3.467
"CHILE"	1986	12329	3.572
"CHILE"	1987	12538	3.782
"CHILE"	1988	12748	3.989
"CHILE"	1989	12961	4.361
"CHILE"	1990	13173	4.338
"CHILE"	1991	13386	4.471
"CHILE"	1992	13599	4.89
"CHILE"	1993	13771.2	5.145658
"CHILE"	1994	13994.4	5.352625
"CHILE"	1995	14210.4	5.831472
"CHILE"	1996	14418.8	6.173255
"CHILE"	1997	14622	6.537268
"CHILE"	1998	14822	6.666632
"CHILE"	1999	NA	6.507579
"ARGENTINA"	1945	15390	2.243
"ARGENTINA"	1946	15654	3.072
"ARGENTINA"	1947	15942	3.288
"ARGENTINA"	1948	16284	3.74
"ARGENTINA"	1949	16671	3.419
"ARGENTINA"	1950	17150	4.032
"ARGENTINA"	1951	17507	4.161
"ARGENTINA"	1952	17862	3.818
"ARGENTINA"	1953	18217	3.836
"ARGENTINA"	1954	18574	3.972
"ARGENTINA"	1955	18928	4.249
"ARGENTINA"	1956	19266	4.184
"ARGENTINA"	1957	19602	4.343
"ARGENTINA"	1958	19940	4.578
"ARGENTINA"	1959	20275	4.197
"ARGENTINA"	1960	20618	4.462
"ARGENTINA"	1961	20939	4.777
"ARGENTINA"	1962	21267	4.528
"ARGENTINA"	1963	21603	4.293
"ARGENTINA"	1964	21941	4.705
"ARGENTINA"	1965	22283	5.018
"ARGENTINA"	1966	22609	4.956
"ARGENTINA"	1967	22940	5.018
"ARGENTINA"	1968	23278	5.169
"ARGENTINA"	1969	23618	5.501
"ARGENTINA"	1970	23962	5.637
"ARGENTINA"	1971	24348	5.817
"ARGENTINA"	1972	24757	5.81
"ARGENTINA"	1973	25183	5.926
"ARGENTINA"	1974	25617	6.168
"ARGENTINA"	1975	26052	6.052
"ARGENTINA"	1976	26489	5.852
"ARGENTINA"	1977	26928	6.132
"ARGENTINA"	1978	27367	5.849
"ARGENTINA"	1979	27804	6.306
"ARGENTINA"	1980	28237	6.506
"ARGENTINA"	1981	28666	6.068
"ARGENTINA"	1982	29089	5.487
"ARGENTINA"	1983	29507	5.608
"ARGENTINA"	1984	29921	5.724
"ARGENTINA"	1985	30331	5.324
"ARGENTINA"	1986	30737	5.624
"ARGENTINA"	1987	31139	5.72
"ARGENTINA"	1988	31536	5.349
"ARGENTINA"	1989	31931	4.906
"ARGENTINA"	1990	32322	4.706
"ARGENTINA"	1991	32713	5.232585
"ARGENTINA"	1992	33100	5.780156
"ARGENTINA"	1993	33848.46	6.040555
"ARGENTINA"	1994	34304.27	6.308147
"ARGENTINA"	1995	34768	6.046923
"ARGENTINA"	1996	35220	6.299225
"ARGENTINA"	1997	35676.82	6.723867
"ARGENTINA"	1998	36129.81	6.896901
"ARGENTINA"	1999	NA	6.59255
"URUGUAY"	1945	2156	NA
"URUGUAY"	1946	2181	3.452
"URUGUAY"	1947	2206	3.473
"URUGUAY"	1948	2232	3.291
"URUGUAY"	1949	2265	3.437
"URUGUAY"	1950	2194	3.451
"URUGUAY"	1951	2226	4.046
"URUGUAY"	1952	2258	3.757
"URUGUAY"	1953	2290	3.921
"URUGUAY"	1954	2321	4.268
"URUGUAY"	1955	2353	4.285
"URUGUAY"	1956	2389	4.185
"URUGUAY"	1957	2424	4.367
"URUGUAY"	1958	2460	3.953
"URUGUAY"	1959	2495	3.828
"URUGUAY"	1960	2538	3.968
"URUGUAY"	1961	2568	3.915
"URUGUAY"	1962	2599	3.904
"URUGUAY"	1963	2630	3.799
"URUGUAY"	1964	2661	3.886
"URUGUAY"	1965	2693	3.698
"URUGUAY"	1966	2716	3.872
"URUGUAY"	1967	2738	3.705
"URUGUAY"	1968	2761	3.672
"URUGUAY"	1969	2785	3.904
"URUGUAY"	1970	2808	4.121
"URUGUAY"	1971	2818	4.104
"URUGUAY"	1972	2820	4.026
"URUGUAY"	1973	2821	4.098
"URUGUAY"	1974	2822	4.142
"URUGUAY"	1975	2829	4.31
"URUGUAY"	1976	2845	4.358
"URUGUAY"	1977	2862	4.355
"URUGUAY"	1978	2879	4.542
"URUGUAY"	1979	2896	4.816
"URUGUAY"	1980	2914	5.091
"URUGUAY"	1981	2932	5.162
"URUGUAY"	1982	2951	4.655
"URUGUAY"	1983	2970	4.056
"URUGUAY"	1984	2989	3.952
"URUGUAY"	1985	3008	3.969
"URUGUAY"	1986	3025	4.316
"URUGUAY"	1987	3042	4.767
"URUGUAY"	1988	3060	4.687
"URUGUAY"	1989	3077	4.676
"URUGUAY"	1990	3094	4.602
"URUGUAY"	1991	3112	4.766
"URUGUAY"	1992	3130	5.185
"URUGUAY"	1993	3171.06	5.284223
"URUGUAY"	1994	3194.61	5.627373
"URUGUAY"	1995	3218	5.505687
"URUGUAY"	1996	3241.67	5.76976
"URUGUAY"	1997	3266.06	6.008195
"URUGUAY"	1998	3290.5	6.238788
"URUGUAY"	1999	NA	5.99454
"UK"	1945	49110	4.671
"UK"	1946	49352	4.775
"UK"	1947	49678	4.93
"UK"	1948	50080	5.076
"UK"	1949	50482	5.177
"UK"	1950	50614	5.395
"UK"	1951	50730	5.582
"UK"	1952	50847	5.527
"UK"	1953	50964	5.781
"UK"	1954	51080	5.984
"UK"	1955	51197	6.199
"UK"	1956	51469	6.251
"UK"	1957	51741	6.345
"UK"	1958	52013	6.338
"UK"	1959	52285	6.573
"UK"	1960	52557	6.823
"UK"	1961	52951	6.971
"UK"	1962	53412	6.978
"UK"	1963	53690	7.222
"UK"	1964	54034	7.573
"UK"	1965	54378	7.679
"UK"	1966	54650	7.789
"UK"	1967	54933	7.973
"UK"	1968	55156	8.25
"UK"	1969	55372	8.314
"UK"	1970	55632	8.537
"UK"	1971	55928	8.655
"UK"	1972	56097	8.97
"UK"	1973	56223	9.605
"UK"	1974	56236	9.411
"UK"	1975	56226	9.312
"UK"	1976	56216	9.549
"UK"	1977	56190	9.769
"UK"	1978	56178	10.133
"UK"	1979	56242	10.438
"UK"	1980	56330	10.167
"UK"	1981	56352	10.017
"UK"	1982	56306	10.217
"UK"	1983	56347	10.625
"UK"	1984	56460	10.892
"UK"	1985	56618	11.237
"UK"	1986	56763	11.726
"UK"	1987	56930	12.283
"UK"	1988	57065	12.969
"UK"	1989	57236	13.241
"UK"	1990	57411	13.217
"UK"	1991	57564	12.818
"UK"	1992	57848	12.724
"UK"	1993	58191	12.97883
"UK"	1994	58395	13.50081
"UK"	1995	58606	13.82722
"UK"	1996	58802	14.13287
"UK"	1997	59009	14.57795
"UK"	1998	59055	14.90083
"UK"	1999	NA	15.15263
"IRELAND"	1945	2952	2.001
"IRELAND"	1946	2957	2.148
"IRELAND"	1947	2974	2.27
"IRELAND"	1948	2985	2.353
"IRELAND"	1949	2981	2.615
"IRELAND"	1950	2969	2.73
"IRELAND"	1951	2959	2.82
"IRELAND"	1952	2950	2.809
"IRELAND"	1953	2940	2.919
"IRELAND"	1954	2931	2.948
"IRELAND"	1955	2921	3.084
"IRELAND"	1956	2904	3.006
"IRELAND"	1957	2886	2.968
"IRELAND"	1958	2869	2.954
"IRELAND"	1959	2851	3.149
"IRELAND"	1960	2832	3.311
"IRELAND"	1961	2818	3.479
"IRELAND"	1962	2830	3.615
"IRELAND"	1963	2850	3.769
"IRELAND"	1964	2864	3.927
"IRELAND"	1965	2876	4
"IRELAND"	1966	2884	4.005
"IRELAND"	1967	2900	4.162
"IRELAND"	1968	2913	4.51
"IRELAND"	1969	2926	4.812
"IRELAND"	1970	2950	5.015
"IRELAND"	1971	2978	5.13
"IRELAND"	1972	3024	5.391
"IRELAND"	1973	3073	5.595
"IRELAND"	1974	3124	5.711
"IRELAND"	1975	3177	5.806
"IRELAND"	1976	3228	5.836
"IRELAND"	1977	3272	6.258
"IRELAND"	1978	3314	6.641
"IRELAND"	1979	3368	6.801
"IRELAND"	1980	3401	6.823
"IRELAND"	1981	3443	6.985
"IRELAND"	1982	3480	7.033
"IRELAND"	1983	3504	6.907
"IRELAND"	1984	3529	7.122
"IRELAND"	1985	3540	7.275
"IRELAND"	1986	3541	7.238
"IRELAND"	1987	3543	7.541
"IRELAND"	1988	3538	7.899
"IRELAND"	1989	3515	8.524
"IRELAND"	1990	3503	9.274
"IRELAND"	1991	3522	9.395
"IRELAND"	1992	3547	9.637
"IRELAND"	1993	3563.3	9.857025
"IRELAND"	1994	3570.7	10.40278
"IRELAND"	1995	3602	11.3163
"IRELAND"	1996	3632	12.08582
"IRELAND"	1997	3661	13.2452
"IRELAND"	1998	3680	14.21615
"IRELAND"	1999	NA	15.44637
"NETHERLANDS"	1945	9167	3.845
"NETHERLANDS"	1946	9423	3.846
"NETHERLANDS"	1947	9629	4.27
"NETHERLANDS"	1948	9800	4.348
"NETHERLANDS"	1949	9956	4.24
"NETHERLANDS"	1950	10114	4.532
"NETHERLANDS"	1951	10241	4.451
"NETHERLANDS"	1952	10369	4.323
"NETHERLANDS"	1953	10496	4.657
"NETHERLANDS"	1954	10624	5.018
"NETHERLANDS"	1955	10751	5.299
"NETHERLANDS"	1956	10897	5.565
"NETHERLANDS"	1957	11043	5.624
"NETHERLANDS"	1958	11189	5.362
"NETHERLANDS"	1959	11335	5.585
"NETHERLANDS"	1960	11487	6.077
"NETHERLANDS"	1961	11639	6.225
"NETHERLANDS"	1962	11806	6.402
"NETHERLANDS"	1963	11966	6.577
"NETHERLANDS"	1964	12128	7.117
"NETHERLANDS"	1965	12294	7.396
"NETHERLANDS"	1966	12456	7.528
"NETHERLANDS"	1967	12598	7.853
"NETHERLANDS"	1968	12730	8.301
"NETHERLANDS"	1969	12879	8.749
"NETHERLANDS"	1970	13039	9.199
"NETHERLANDS"	1971	13195	9.466
"NETHERLANDS"	1972	13329	9.683
"NETHERLANDS"	1973	13439	10.064
"NETHERLANDS"	1974	13545	10.375
"NETHERLANDS"	1975	13666	10.255
"NETHERLANDS"	1976	13774	10.7
"NETHERLANDS"	1977	13856	10.902
"NETHERLANDS"	1978	13942	11.108
"NETHERLANDS"	1979	14038	11.286
"NETHERLANDS"	1980	14150	11.284
